"Sample","CTD.category","Cop.Corr.R1","Cop.Corr.R3","L1","L3","Krill.pos.R1","Krill.pos.R3","Sample.number","Bottle.number","Sampling.time.UTC","Date","Latitude","Longitude","Sampling.method","Sampling.type","Sampling.depth","CTD.depth","seawater.temperature","sea.ice","Filter.halved","Filtering.time.UTC","Storage.boxes","Collectors","Comments","Time.between.filtering.and.sampling","Time.between.decimal","Percent.of.5.Litres","CTD.number.x","pr","pr.2","class.strict","model.method","Euphausia.crystallorophias","Euphausia.frigida","Euphausia.superba","Thysanoessa.gregaria","Thysanoessa.macrura","Total","Sample.ID","CTD.number.y","lat_dec","long_dec","presence","count","count.class","depth","E.crystallorophias.presence","E.frigida.presence","E.superba.presence","T.gregaria.presence","T.macrura.presence","E.crystal.pres.prop","E.frig.pres.prop","E.super.pres.prop","T.greg.pres.prop","T.mac.pres.prop","krill.detection","E.crystal.read.prop","E.frig.read.prop","E.super.read.prop","T.greg.read.prop","T.mac.read.prop","Average.Cq","Diff.Cq","Dilution.factor","Meta.copies","Meta.E.sup.copies","Meta.E.cry.copies","Meta.E.fri.copies","Meta.T.gre.copies","Meta.T.mac.copies","Meta.Euphausiids.copies","Meta.E.sup.L1","Meta.E.cry.L1","Meta.E.fri.L1","Meta.T.gre.L1","Meta.T.mac.L1","Meta.Euphausiids.L1","eDNA_pres","metag_pres","sample_date","transect","water_depth","ntod.prev","curr_v","trawlno.tr","trawltype.tr","date.tr","net_open_date_utc_YYYYMMDD.tr","net_open_time_utc.tr","net_open_lat_deg.tr","net_open_lat_min.tr","net_open_lat_dec.tr","net_open_lon_deg.tr","net_open_lon_dec_min.tr","net_open_lon_dec.tr","X.tr","net_open_depth.tr","net_close_date_utc.tr","net_close_time_utc.tr","net_close_lat_deg.tr","net_close_lat_min.tr","net_close_lat_dec.tr","net_close_lon_deg.tr","net_close_lon_min.tr","net_close_lon_dec.tr","X.1.tr","net_close_depth.tr","flow_meter_start.tr","flow_meter_end.tr","bottom_depth.tr","ship_speed_knots.tr","ship_heading.tr","bio_tube_no.tr","igr_exp_no.tr","ecotox.tr","gravids.tr","SIA.tr","Swarm.Study.tr","notes.tr","Trawl.tr","Filtered.volume..m3..tr","E.superba.estimate.tr","Crystal..62.2..tr","Tmac..33.7..tr","Triacantha..assume.62.2..tr","longitude.tr","latitude.tr","open_date_time.tr","close_date_time.tr","date_time.tr","transect.tr","Date.tr","Latitude.tr","Longitude.tr","Depth.tr","E.superba.tr","E.superba.gravid.tr","E.superba.juvenile.tr","E.superba.calyptopsis.I.tr","E.superba.furcilia.II.tr","E.superba.furcilia.II.1.tr","E.superba.late.stage.furcilia.tr","E.superba.total.tr","T.macrura.tr","T.macrura.calyptopsis.I.tr","T.macrura.calypopsis.II.tr","T.macrura.calyptopsis.III.tr","T.macrura.late.furcilia.tr","T.macrura.furcilia.I.tr","T.macrura.furcilia.II.tr","T.macrura.furcilia.III.tr","T.macrura.furcilia.IV.tr","T.macrura.furcilia.V.tr","T.macrura.furcilia.VI.tr","T.macrura.juvenile.tr","T.macrura.total.tr","Euphausiid.calyptopsis.tr","Euphausiid.calyptopsis.I.tr","Euphausiid.calyptopsis.II.tr","Euphausiid.furcilia.tr","Euphausiid.furcilia.I.tr","Euphausiid.juvenile.tr","Euphausiid.total.tr","distance.tr","Sampling.type.tr"
"169A","64 top",NA,NA,NA,NA,"No","No",169,"4","14:59","11/03/2021",-64.91937,80.00138,"CTD","CTD 64","5","top",0.58,"No","AB","16:30","2A+2B","Jess","","1:31",1.52,1,64,NA,NA,"eDNA no krill",NA,0,0,0,0,0,28,"X169A",64,NA,NA,"n","0",0,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,0,0.116666667,499.446467642775,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-03-11 14:59:00,6,3570,1.5444421288457,NA,"R41","routine","11/03/2021",20210311,"15:25:28",-64,55.25,-64.92083333,80,1.62,80.027,"E","212",20210311,"15:42:38",-64,52.22,-64.87033333,80,3.04,80.05066667,"E","43",416778,457499,"3576",2,"90","","","","","","","","R41",8882.06452,0.225173,0,2.251729,2.251729,80.038833335,-64.89558333,1615476328,1615477358,2021-03-12 02:34:03,6,"3/11/2021",-64.92083333,80.027,"3576",0,0,0,0,0,0,0,0,0,0,57.46300453,0,0,57.46300453,0,57.46300453,861.9450679,0,0,0,1034.334081,0,0,0,0,0,0,0,1.21847533630901,"CTD 64"
"171A","65 bottom",NA,NA,NA,NA,"No","No",171,"1","20:32","11/03/2021",-65.18183,79.99967,"CTD","CTD 65","3530","bottom",-0.1,"No","AB","0:11","2A+2B","Derek","","3:39",3.65,1,65,NA,NA,"eDNA no krill",NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-03-11 20:32:00,NA,3438,0.107278893816854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172A","65 top",157.032402307448,82.0266374822731,5.05645216817791,4.40704404185757,"Yes","Yes",172,"3","22:06","11/03/2021",-65.18033,80.0005,"CTD","CTD 65","5","top",-0.14,"No","AB","0:11","2A+2B","Derek","","2:05",2.08,1,65,0.0173927383518615,0.0173927383518615,"recent","model",0,0,0,0,6619,6619,"X172A",65,NA,NA,"n","0",0,"top",0,0,FALSE,0,1,0,0,0,0,1,1,0,0,0,0,1,41.90313405,0,0.083333333,186.802995864692,0,0,0,0,186.802995864692,186.802995864692,NA,NA,NA,NA,5.23005456348569,5.23005456348569,"eDNA present","metagenomics E.superba absent",2021-03-11 22:06:00,NA,3438,0.295121314896948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R22","routine","27/02/2021",20210227,"0:14:49",-61,58.84,-61.98066667,65,1.55,65.02583333,"E","216",20210227,"0:32:29",-61,58.16,-61.96933333,65,1.79,65.02983333,"E","35",229038,273319,"4335",2,"358","","","","","","","Weak open response, power increased, good after","R22",9658.57172,0,0,1.24242,1.138885,65.02783333,-61.975,1614384889,1614385949,2021-02-27 11:23:39,NA,"2/27/2021",-61.98066667,65.02583333,"4335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.3188788,0,0,0,0,145.3188788,0,0,0,0,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R21","routine","26/02/2021",20210226,"12:07:34",-62,59.79,-62.9965,64,59.82,64.997,"E","205",20210226,"12:22:43",-62,59.3,-62.98833333,65,0,65,"E","40",189380,229038,"4292",2,"9.46","","","","","","","","R21",8650.20296,0,0,4.739773,0,64.9985,-62.992416665,1614341254,1614342163,2021-02-26 23:15:08,3,"2/26/2021",-62.9965,64.997,"4292",0,0,0,7.375406624,0,0,0,7.375406624,0,0,0,0,0,0,59.003253,0,0,29.5016265,0,0,88.5048795,0,0,0,0,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R23","routine","27/02/2021",20210227,"20:14:38",-61,59.69,-61.99483333,69,59.76,69.996,"E","200",20210227,"20:33:16",-61,59.1,-61.985,70,0.14,70.00233333,"E","42",273319,325682,"4130",2,"357","","","","","ü","","Went to 270m wire out (instead of 250) ","R23",11421.41756,3.589747,0,0,3.852411,69.999166665,-61.989916665,1614456878,1614457996,2021-02-28 07:23:57,NA,"2/27/2021",-61.99483333,69.996,"4130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.7484298,89.3742149,89.3742149,0,357.4968596,0,0,0,178.7484298,0,0,178.7484298,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R04","routine","14/02/2021",20210214,"20:01:59",-64,0.6,-64.01,54,57.69,54.9615,"E","200",20210214,"20:16:28",-64,0.09,-64.0015,54,56.66,54.94433333,"E","20",163089,198764,"4463",2,"272","","","","","ü","","Problems with spooling, wire let out to 100m (net closed) and respooled to surface. Wire zeroed at surface then deployed as normal. Weak close signal. ","",NA,NA,NA,NA,NA,54.952916665,-64.00575,1613332919,1613333788,2021-02-15 07:09:13,1,"2/14/2021",-64.01,54.9615,"4463",0,0,0,0,0,0,0,0,32.79538903,0,0,0,0,0,0,0,0,0,0,0,32.79538903,0,16.39769451,131.1815561,0,0,0,147.5792506,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R05","routine","15/02/2021",20210215,"6:56:02",-62,59.8,-62.99666667,54,58.39,54.97316667,"E","200",20210215,"7:09:45",-62,59.64,-62.994,54,57.42,54.957,"E","20",198773,240886,"4979",1.75,"290","","","","","ü","","Trouble with deck box, turned off and on. Seemed to give a better response for opening. Still issues with closing. Close Edgetech changed out at end of trawl - tested on deck with better response","R5",9185.68756,0,0,10.8865,0,54.965083335,-62.995333335,1613372162,1613372985,2021-02-15 18:02:53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R06","routine","15/02/2021",20210215,"18:01:50",-61,59.36,-61.98933333,54,58.81,54.98016667,"E","200",20210215,"18:21:30",-61,58.86,-61.981,54,57.78,54.963,"E","30",240886,299175,"4992",2,"314","","","","","ü","","Good signal from close, open was a little weak but not concerned at this stage. ","R6",12713.99668,0.393267,0,116.6965,1.80903,54.971583335,-61.985166665,1613412110,1613413290,2021-02-16 05:11:40,1,"2/15/2021",-61.98933333,54.98016667,"4992",0,0,0,0,0,0,0,0,0,0,0,80.28791049,0,0,0,0,0,0,0,0,80.28791049,0,0,0,80.28791049,0,0,80.28791049,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R07","routine","16/02/2021",20210216,"12:31:50",-61,59.56,-61.99266667,60,0.45,60.0075,"E","202",20210216,"12:46:39",-61,59.16,-61.986,60,0.95,60.01583333,"E","28",299198,343248,"3641",1.85,"28.8","","","","","ü","","","R7",31420.186,0.031827,0,0.254613,0,60.011666665,-61.989333335,1613478710,1613479599,2021-02-16 23:39:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R35","routine","8/03/2021",20210308,"5:33:39",-64,0.4,-64.00666667,75,0.34,75.00566667,"E","206",20210308,"5:49:38",-64,0.96,-64.016,75,0.39,75.0065,"E","20",103007,139695,"3643",1.88,"173","","","","","ü","","","R35",8002.38656,0,0,2.124366,0,75.006083335,-64.011333335,1615181619,1615182578,2021-03-08 16:41:38,5,"3/08/2021",-64.00666667,75.00566667,"3643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T02","target","20/02/2021",20210220,"6:02",-66,1.53,-66.0255,60,1.76,60.02933333,"E","52",20210220,"6:09:07",-66,1.73,-66.02883333,60,1.95,60.0325,"E","10",605849,622339,"sounder off",1.9,"139","001-100","1","006-011","","ü","","","T2",3596.7988,923.8771,0,0,0,60.030916665,-66.027166665,1613800920,1613801347,2021-02-20 17:05:33,2,"2/20/2021",-66.0255,60.02933333,"sounder off",17.73765166,0,0,0,0,0,0,17.73765166,8.868825831,0,0,0,0,0,0,0,0,0,0,0,8.868825831,4.434412916,0,0,0,0,0,4.434412916,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T14","target","7/03/2021",20210307,"18:35:56",-64,57.25,-64.95416667,74,59.87,74.99783333,"E","50",20210307,"19:04:28",-64,56.08,-64.93466667,74,59.65,74.99416667,"E","50",31042,103005,"3220",2,"5.5","901-1000","","062-066","","ü","","No depth beacon, assumed 15m wireout different from previous trawls ","T14",15696.56956,211.8297,0,0,0,74.996,-64.94441667,1615142156,1615143868,2021-03-08 05:50:12,5,"3/07/2021",-64.95416667,74.99783333,"3220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.03205834,65.03205834,130.0641167,0,260.1282334,0,0,0,0,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T01","target","19/02/2021",20210219,"0:28:31",-64,31.16,-64.51933333,60,0.03,60.0005,"E","30",20210219,"0:36:57",-64,30.91,-64.51516667,59,59.95,59.99916667,"E","37",472136,490197,"sounder off",2,"346","none taken, catch not in good enough condition","","001-005","ü","ü","","uncertain about depth ","T1",3939.46532,91.12912,0,188.3098,0,59.999833335,-64.51725,1613694511,1613695017,2021-02-19 11:32:44,2,"2/19/2021",-64.51933333,60.0005,"sounder off",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.19477747,0,145.7529972,0,161.9477747,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T10","target","5/03/2021",20210305,"11:55:52",-67,35.23,-67.58716667,74,40.51,74.67516667,"E","60",20210305,"12:07:54",-67,35.46,-67.591,74,41.48,74.69133333,"E","62",671893,702535,"460",1.6,"121","crystal krill","8 (crystal krill)","","","ü","","crystal krill target","T10",6683.63304,0,764.7265,0,0,74.68325,-67.589083335,1614945352,1614946074,2021-03-05 23:01:53,5,"3/05/2021",-67.58716667,74.67516667,"460",0,0,396.1391505,0,38.1820868,0,0,434.3212373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T12","target","6/03/2021",20210306,"19:40:32",-66,27.7,-66.46166667,74,59.93,74.99883333,"E","60 wire out",20210306,"20:05:37",-66,28.63,-66.47716667,74,59.81,74.99683333,"E","60 wire out",870568,932162,"2429",2,"164","801-900","9","052-056","","ü","","","T12",13434.88328,52.47533,0,0,0,74.99783333,-66.46941667,1615059632,1615061137,2021-03-07 06:53:04,5,"3/06/2021",-66.46166667,74.99883333,"2429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.9596719,75.97983593,0,759.7983593,0,987.7378671,0,75.97983593,0,0,0,0,75.97983593,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R37","routine","10/03/2021",20210310,"7:32:27",-62,59.69,-62.99483333,79,59.86,79.99766667,"E","207",20210310,"7:52:50",-62,59.69,-62.99483333,79,58.86,79.981,"E","20",241905,291044,"3501",2.19,"305","","","","","","","","R37",10718.19868,0,0,1.492788,0,79.989333335,-62.99483333,1615361547,1615362770,2021-03-10 18:42:38,NA,"3/10/2021",-62.99483333,79.99766667,"3501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4285295,190.4760787,0,261.9046082,0,0,0,0,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R31","routine","6/03/2021",20210306,"9:28:04",-66,48.42,-66.807,74,55.9,74.93166667,"E","204",20210306,"9:49:09",-66,48.65,-66.81083333,74,57.93,74.9655,"E","60",751625,796545,"1795",1.95,"99.7","","","","","ü","","","R31",9797.9504,0,0,26.22998,0,74.948583335,-66.808916665,1615022884,1615024149,2021-03-06 20:38:36,5,"3/06/2021",-66.807,74.93166667,"1795",0,0,0,338.5948697,0,0,0,338.5948697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T13","target","7/03/2021",20210307,"0:24:24",-66,6.95,-66.11583333,74,59.09,74.98483333,"E","",20210307,"1:04:15",-66,8,-66.13333333,75,0.93,75.0155,"E","",NA,NA,"2900",2,"127","","","","","","","original target at 130m, weird zigzag. Nothing appeared on EK80 or SH90 once turned around.","",NA,NA,NA,NA,NA,75.000166665,-66.12458333,1615076664,1615079055,2021-03-07 11:44:19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T17","target","9/03/2021",20210309,"1:20:21",-62,59.78,-62.99633333,76,12.3,76.205,"E","108",20210309,"1:29:23",-63,0.2,-63.00333333,76,11.98,76.19966667,"E","50",178815,203019,"3813",2,"231","1001-1100","10","042-046","","","2&3","Depth not working","T17",5295.08112,493.4769,0,0,0,76.202333335,-62.99983333,1615252821,1615253363,2021-03-09 12:24:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T03","target","21/02/2021",20210221,"2:55:01",-66,28.74,-66.479,61,22.43,61.37383333,"E","48",20210221,"3:03:52",-66,28.98,-66.483,61,21.93,61.3655,"E","27",715670,741164,"1794",2,"240-224","","","","","","","RMT1 basically empty, not kept. Target missed.","T3",5560.75128,5.215123,0,0,0,61.369666665,-66.481,1613876101,1613876632,2021-02-21 13:59:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T08","target","1/03/2021",20210301,"17:34:52",-64,16.62,-64.277,69,59.99,69.99983333,"E","90",20210301,"17:41:08",-64,16.86,-64.281,70,0,70,"E","57",409900,425527,"3392",2,"184","501-600","6","067-071","","ü","","","T8",3408.56124,744.3023,0,0,0,69.999916665,-64.279,1614620092,1614620468,2021-03-02 04:38:00,4,"3/01/2021",-64.277,69.99983333,"3392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.43442451,37.43442451,0,0,0,0,0,0,0,NA,NA
